Query	UserId	ChatsQuantity	BotAnswer	BotHelp	Date	templateId	templateText	etalon_text	algorithm	score	timeout
Здравствуйте. Вопрос: увольнение осужденного работника, получившего реальный срок. как выплатить его заработную плату. Карты нет. Получал наличкой через кассу.	4915813	1	0	0	45366	0				0.0	0.16698288917541504
Добрый день. Подскажите пожалуйста сроки подачи заявления на перерегистрацию, при смене фискального накопителя в ККТ	3569699	1	0	0	45366	0				0.0	0.15974974632263184
Добрый день! Подскажите пожалуйста, как оприходовать материалы полученные от Поставщика, если Поставщик не предоставил документы и товар не соответствует по количеству и наименованию от оплаченного. Поставщик на связь не выходит. Сумма с НДС.	250541	1	0	0	45366	0				0.0	0.19201350212097168
Взяли в аренду землю у физического лица, мы ООО хотим построить здание и склады, ИМЕЕМ ЛИ ПРАВО ПРИНЯТЬ ВСЕ ЗАТРАТЫ НА ООО (НДС+ПРИБЫЛЬ)	1616278	1	0	0	45366	0				0.0	0.20238494873046875
Добрый день. Сколько часов надо отсутствовать человеку на работе что засчитать прогул?	671247	1	1	1	45366	445674	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/16/113022/actual/	как уволить человека за прогулы	SbertT5	0.671274721622467	1.3930602073669434
Добрый день, можно ли выплатить дивиденды по году в середине марта, баланс сдан в середине марта. Либо необходимо ждать срок сдачи официальный не позднее 01.04.24 и затем распределять и выплачивать.	5316579	1	0	0	45366	0				0.0	0.1949777603149414
Добрый день! Физ.лицо хочет вернуть вычет за имущество. Так понимаю можно вернуть за последние 3 года. В 2021 году он был ИП и платил УСН, а в 2022 и 2023 гг. платил НДФЛ. Вопрос: можно ли за 2021 год тоже вернуть, если НДФЛ не платил, был ИП и платил только УСН?	696517	1	0	0	45366	0				0.0	0.17032217979431152
Добрый день.	3121475	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	1.3767449855804443
Добрый день, уважаемые эксперты, подскажите, пожалуйста, наше Общество оказало спонсорскую помощь - оплатило шторы в магазине для Школьного учреждения безвозмездно, какой договор должен быть между Обществом и школой? Бух. и налоговый учет такой операции?	3339050	1	0	0	45366	0				0.0	0.15814208984375
Добрый день! Вопрос об оказании помощи СВО. Организация планирует приобрести запасные части и инструмент, и передать их другому предприятию, чтобы те, в свою очередь, могли отремонтировать и доукомплектовать транспортные средства для отправки на СВО. Какие документы могут послужить основанием для отнесения затрат в целях налога на прибыль? Есть только письмо от компании-учредителя с приложением перечня необходимого имущества.	9824462	1	0	0	45366	0				0.0	0.1675708293914795
Общество (на ОСНО) на основании Агентского договора оказывает услуги связи третьей организации. КАКим образом признает доходы в бухгалтерском учете от оказания данных услуг? КАк реализацию через счет 90?	587485	1	0	0	45366	0				0.0	0.17159056663513184
Здравствуйте. Подскажите, где сказано как считаются дни неиспользованного отпуска при компенсации	1752015	1	1	1	45366	445536	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/16/62441/actual/	неиспользованный отпуск компенсация	SbertT5	0.5459161996841431	1.7727737426757812
Спасибо!	2406146	1	1	1	45366	100000013	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.	спасибо	Jaccard	1.0	0.7238116264343262
здравствуйте,13 марта был задан вопрос	16340032	1	0	0	45366	0				0.0	0.5138552188873291
Здравствуйте	1758969	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Здравствуйте	Jaccard	1.0	0.4791219234466553
Добрый день. Работа по совместительству как расторгнуть соглашение с совместителем	21178679	1	0	0	45366	0				0.0	0.6309239864349365
что делать если чек пробили в офд а по факту деньги не поступили, ошибку обнаружили спустя месяц	20653610	1	0	0	45366	0				0.0	0.14812755584716797
изменение 2024г	17782381	1	0	0	45366	0				0.0	0.9663193225860596
оказание услуг связи Агентом от имени Оператора. КАким образом перевыставляются документы по реализации?	587485	1	0	0	45366	0				0.0	1.0002822875976562
здравствуйте!	4718003	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Здравствуйте	Jaccard	1.0	1.2920708656311035
в каких случаях не начисляется амортизация в налоговом учете?	4097619	1	1	0	45366	572853	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/86/394860/actual/	когда начинает начисляться амортизация	SbertT5	0.9194846749305725	1.3070940971374512
Доброе утро! а есть список регионов где для всех ОКВЭД пониженная ставка 1% усн?	21501536	1	1	0	45366	550906	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/16/139716/actual/	пониженная ставка усн доход минус расход по оквэд	SbertT5	0.899993896484375	2.0035622119903564
платежное поручение на выдачу денежных средств сотруднику на подотчет	18473522	1	1	0	45366	532320	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/16/136456/actual/	выдача в подотчет денежных средств	SbertT5	0.7830367684364319	1.8051600456237793
Добрый день! Когда расторгается срочный трудовой договор какую статью указать в трудовой книжке?	415512	1	0	0	45366	0				0.0	0.5373561382293701
Генератор учетной политики не активен	7845813	1	1	0	45366	495443	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/16/128840/actual/	генератор учетной политики на 2022	SbertT5	0.7742642164230347	2.3825318813323975
Может ли сотрудник из своего подотчета передать своему коллеге, работающему в отдаленном регионе и не имеющему зарплатной банковской карты, его оплату труда?	566979	1	0	0	45366	0				0.0	0.15075159072875977
Доброе утро.	410357	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Доброго утра	Jaccard	1.0	5.036561965942383
изменение 2024г.	636409	1	1	1	45366	0				0.0	0.8870322704315186
списание кредиторской задолженности всегда подлежит налогообложению 6 %	2002766	1	0	0	45366	0				0.0	0.4780845642089844
добрый день	913288	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	1.0305509567260742
Доброе утро! Как платить налог на имущество, если сельхоз.производитель находится на ОСНО,	9301217	1	1	0	45366	590624	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/16/145565/actual/	налог на имущество при осно	SbertT5	0.6756488084793091	1.8052632808685303
Добрый день! Можно образец заявления на перечисления заработной платы супруге	5988090	1	0	0	45366	0				0.0	0.9264471530914307
измения с марта	13371073	1	1	1	45366	590923	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/86/703915/actual/	изменения с марта	SbertT5	0.9664227962493896	2.02433443069458
Здравствуйте! Директор уезжает в отпуск , может он оставить доверенность на подписание документов главному бухгалтеру	3625005	1	0	0	45366	0				0.0	0.17264986038208008
Добрый день! Если самозанятый уже заплатил налог по чеку, но в нем были неверно указаны данные, может ли он сейчас аннулировать старый чек и снова создать новый?	20566930	1	0	0	45366	0				0.0	0.18892884254455566
Добрый день! В 4 квартале не отразили начисление НДС по налоговому агенту. Какие штрафные санкции предусмотрены при сдаче уточненной налоговой декларации?	447225	1	0	0	45366	0				0.0	0.1731414794921875
Доброе утро! Подскажите на какой счет начислить штраф 5000 за несвоевременную сдачу инфо в соцфонд на 99,01 или 91,02	8314820	1	0	0	45366	0				0.0	0.20057177543640137
Добрый день! Подскажите, мне не ответил эксперт по вопросу?	6946613	1	0	0	45366	0				0.0	0.5760140419006348
Добрый день)	21280869	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.44695353507995605
если гражданин Узбекистана приехал 07.02.23 в Россию когда он станет резидентом,и может ли он применять социальные льготы по выплате НДФЛ	10077733	1	0	0	45366	0				0.0	0.15349411964416504
проф суждение	21327796	1	1	1	45366	592017	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/86/704094/actual/	профессиональное суждение компании	SbertT5	0.7622054219245911	1.0906295776367188
Доброе утро, может ли сотрудник корпоративную карту взять с собой на отдых и оплачивать?	867790	1	0	0	45366	0				0.0	0.9134125709533691
Добрый день! Подскажите, пожалуйста - как отразить в учете расходы на приобретение венков от предприятия при похоронах сотрудника?	551192	1	0	0	45366	0				0.0	0.2024226188659668
изменения марта	18584790	1	1	1	45366	590923	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/86/703915/actual/	изменение март	Jaccard	1.0	0.683194637298584
добрый день	20659602	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.9912481307983398
Подскажите пожалуйста! Безвозмездное кредитование по господдержки малому бизнесу является доходом организации?	372809	1	0	0	45366	0				0.0	0.5989904403686523
6-ндфл навигатор	21104404	1	1	1	45366	595338	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/16/146113/actual/	навигатор 6-ндфл	Jaccard	1.0	1.4642868041992188
Сотрудник прилетает в командировку 17.03, а прием на работу 18.03. Как возместить расходы?	19386589	1	0	0	45366	0				0.0	0.9814620018005371
Добрый день! По каким реквизитам нужно уплатить штраф за налоговое правонарушение (непредставление документов в положенный срок)	6867453	1	0	0	45366	0				0.0	0.2044363021850586
Доброе утро!	3061222	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Доброго утра	Jaccard	1.0	0.778813362121582
Доброе утро!	6853928	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Доброго утра	Jaccard	1.0	0.988675594329834
Здравствуйте. Возможно ли оформление МЧД между юридическими лицами, например, при заключении договора на аутсорсинг	7445055	1	1	0	45366	454988	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/86/472703/actual/	разрешен ли аутсорсинг	SbertT5	0.9697116017341614	1.4272503852844238
добрый день! подскажите пожалуйста, где увидеть форму уведомления Миграционной службы при принятии на работу гражданина Узбекистана	607682	1	0	0	45366	0				0.0	0.19925284385681152
Здравствуйте! Вопрос: если при составлении годового отчета выявилась ошибка при списании товаров. Надо поменять сумму. Надо ли делать исправительную или корректировочную счет-фактуру, если эта счет-фактура фактически никому не выставлялась?	2026913	1	0	0	45366	0				0.0	0.21873903274536133
"Добрый день, просим помочь разобраться по вопросу НДПИ. Нам выдана лицензия с целевым назначением и
видами работ – на разведку и добычу песчано-гравийного материала. Добываемый
налогоплательщиком песчано-гравийный материал не может быть реализован и не
реализуется в извлеченном из недр виде.
Полезное ископаемое - песчано-гравийный материал, добытый в процессе
эксплуатации месторождений горных пород, предназначен для производства песка, 
смесей песчано-гравийных, гравия, щебня из гравия и валунов. В целом песчано гравийная смесь по своим характеристикам равнозначна щебеночно-песчаной смеси."	20591711	1	0	0	45366	0				0.0	0.1854102611541748
Добрый день! Подскажите как правильно списать НДС зависший на 19 счете с истекшим сроком исковой давности. Какие должны быть оформлены документы и проводки	13746935	1	0	0	45366	0				0.0	0.19114184379577637
добрый день. Организацией был не представлен отчет ПЭК в статистику. Какой срок существует для привлечения к ответственности за несданный отчет?	5395218	1	0	0	45366	0				0.0	0.22137951850891113
физическое лицо получило доход в виде продажи ценных бумаг (код) 1530. можно ли вернуть НДФЛ с данной продажи через имущественный или социальный вычет?	1599589	1	0	0	45366	0				0.0	0.2081921100616455
"ИП на УСН ""доходы"" должны ли подавать уведомление, если за 1 квартале 24 года оплатят налог по УСН, частично страховые взносы."	85617	1	0	0	45366	0				0.0	0.19776558876037598
Добрый день!	21663409	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	1.1737093925476074
здравствуйте! Взяли сотрудников по срочному трудовому договору по совместительству под новый контракт. Подали ефс-1. контракт заключить не удалось, сотрудники к работе не приступали. Сдать отмену ЕФС-1 о приеме?	5069802	1	0	0	45366	0				0.0	0.20597267150878906
"здравствуйте
подскажите какие отчеты и в какие сроки нужно сдать при добровольной ликвидации ооо, сотрудников нет, увольняем директора."	765800	1	0	0	45366	0				0.0	0.19347023963928223
Здравствуйте. Умер сотрудник, Рагимов, мать в браке Мамедова. Есть брат фамилия Мамедов, разные фамилии, но по документам мать одна. Является ли это подтверждением родства?	1733189	1	0	0	45366	0				0.0	0.2006700038909912
Добрый день! Может ли ИП принимать оплату за товары на личную карту? Является ли это нарушением? Какая ответственность?	4241010	1	0	0	45366	0				0.0	0.17685317993164062
"добрый день! 
помогите пожалуйста ответить на запрос банка. просят пояснить на что ИП потратил свои личные средства. можно ли не уточнять на что конкретно и не прикладывать документы?"	1641317	1	0	0	45366	0				0.0	0.1973280906677246
С поставщиком рассчитался посторонний человек своей картой. Как это можно оформить?	2481096	1	0	0	45366	0				0.0	1.0074028968811035
здравствуйте нужна статья В экспортном контракте не прописан переход на право собственности	4402592	1	0	0	45366	0				0.0	1.1762871742248535
Добрый день! Можно ли в одном договоре с контрагентом одновременно оказывать услуги по утилизации ТС и покупку металлолома?	21678705	1	0	0	45366	0				0.0	0.19822430610656738
Добрый день. Какой срок ответа на запрос информации от ИФНС? Налоговая направила запрос по почте	14381864	1	0	0	45366	0				0.0	0.20155668258666992
Здравствуйте. Подскажите пожалуйста, ситуация такая: у нас производство, есть естественные потери, сейчас установили свою норму потерь. Как провести в бухгалтерском и налоговом учете данные потери? Как списать? Проводки? Какими документами подтверждать данное списание?	14207852	1	0	0	45366	0				0.0	0.22660446166992188
как составить пояс	18525876	1	0	0	45366	0				0.0	0.5835740566253662
на предприятии установлены сроки выплаты заработной платы 15 число и 30 число. Можем ли выплачивать заработную плату накануне?	13141163	1	0	0	45366	0				0.0	0.17221593856811523
Если мы заключили договор аренды автомобиля с сотрудником ,на котором он осуществляет работу входящую в его обязанности, как заключить договор чтобы избежать страховых взносов	6853928	1	0	0	45366	0				0.0	0.18170905113220215
здравствуйте! скажите пожалуйста увеличивает ли стоимость основного средства капитальный ремонт? или стоимость увеличивается только если была реконструкция ?	523527	1	0	0	45366	0				0.0	0.23607683181762695
ПЕРЕВОД СОТРУДНИКА ИЗ ОДНОЙ ОБОСОБКИ В ДРУГУЮ ОБОСОБКУ. ВОПРОС НУЖНО ПОДОВАТЬ СВЕДЕНИЯ СЗВ ТД	905311	1	0	0	45366	0				0.0	0.9430975914001465
Добрый день! Прошу разъяснить как провести в учете ситуацию: мы заказали товар и получили его, но выяснилось, что заказали неверно. Поставщик согласен на обмен. Товар мы вернули, оформили возврат. Поставщик планирует после получения возврата оформить корректир.сч.ф. и выслать товар, на который мы попросили заменить. Возникли вопросы верно ли оформлять корректир.сч.ф.при подобной замене товара. Какими документами правильно оформить: 1.Поступление первичное, 2. Возврат товара, 3. Получение нового товара?	18479948	1	0	0	45366	0				0.0	0.2014460563659668
Добрый день! После сдачи декларации по НДС обнаружилась ошибка в книге продаж в дате счета-фактуры - вместо 18.10 указано 02.10. Обязательно ли подавать уточненную декларацию, если на расчет налога это не влияет?	9824462	1	0	0	45366	0				0.0	0.18202948570251465
"Добрый день! 
С каких взносов формируется пенсия ИП ?"	15134591	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	3.773000955581665
При подаче персональных сведений сумма по больничному листу включается?	1666183	1	0	0	45366	0				0.0	0.5626881122589111
"Добрый день! Разъясните, пожалуйста, порядок заполнения разделов 4 и 5 налогового расчета по выплате доходов нерезидентам. В частности интересует, при ежемесячном представлении отчета показатель раздела 5 с кодом дохода ""33"" за 2023 год должен соответствовать объему выплаченных доходов за декабрь 2023 года или за весь 2023 год? Аналогично в отношении периода январь-февраль 2024: показатель раздела 5 с кодом дохода ""33"" равен объему доходов за январь-февраль 2024 или только за февраль 2024 года? В общем, применяется ли для раздела 5 метод нарастающего итога?"	18270190	1	0	0	45366	0				0.0	1.4326131343841553
взносы ип 2023 на добровольное соцстрахование	1942150	1	1	0	45366	563299	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/86/651590/actual/	размер добровольных взносов на фсс для ип	SbertT5	0.5443582534790039	1.2731871604919434
Доброе утро. Почистили кэш и куки, но проблему это не исправило. Может Вы мне эту статью выгрузите в файл и просто пришле?	8477238	1	0	0	45366	0				0.0	0.16000580787658691
"Добрый день. Вопрос экспертам: ООО на УСН (доходы-расходы), Челябинскя область. Код ОКВЭД 68.20: 1)Сдает в аренду модульные домики, предназначенные для проживания на базе отдыха, без фундамента.2)Сдает в аренду конструкцию мембранную (полусферу), для проведения мероприятий, также без фундамента. Имеет ли право ООО в 2023 и в 2024 году применять ставку УСН 10%?
В нашем случае в аренду сдаются объекты без фундамента (не совсем прочно связаны с землей, объекты, перемещение которых без несоразмерного ущерба их назначению возможно). В нашем случае, имеем ли мы право на 10%?"	2237994	1	0	0	45366	0				0.0	0.13324785232543945
профсуждение	277814	1	1	1	45366	591762	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/16/145657/actual/	профсуждение	Jaccard	1.0	1.4151058197021484
Здравствуйте. Приобретаем товар из Казахстана, по условиям Контракта датой поставки товара считается дата штампа на ж/д накладной, при отправке в Казахстане. Дата ж/д накладной 29.02.24г., товар в пути. Правильно ли то, что НДС с импорта мы должны оплатить до 20.03.24г и сдать декларацию по косвен.налогу тоже до 20.03.24г.? Мы сырье приняли пока на счет 15, по поступлению оприходуем со счета 15 на счет 10.	240887	1	0	0	45366	0				0.0	0.1752016544342041
изменения с марта	6416740	1	1	1	45366	590923	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/86/703915/actual/	изменения с марта	Jaccard	1.0	0.9318766593933105
спасибо за ответ. что и требовалось доказать.	410357	1	1	0	45366	441954	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/16/49015/actual/	как доказать факт оказания услуг	SbertT5	0.8694368004798889	1.1750614643096924
6-ндфл с дивидендов	20501952	1	1	1	45366	594088	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/86/710415/actual/	6-ндфл с дивидендами	Jaccard	1.0	0.7805781364440918
здравствуйте. Автомобиль бортовой с КРАН-МАНИПУЛЯТОРОМ. как установить расход топлива когда работает кран -манипулятор. ?	4320897	1	1	1	45366	574285	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/16/143512/actual/	нормы расхода топлива грузовые бортовые	SbertT5	0.5610683560371399	1.2377846240997314
Добрый день! Предприятию оптовой торговли предложили осуществить поставку по гособоронзаказу. Есть ли минимальная сумма заказа когда можно не открывать спецсчет в банке?	764180	1	0	0	45366	0				0.0	0.1486647129058838
Здравствуйте! ИП оказывает услуги на ПСН по перевозке грузов автомобилем, который в его собственности. Работает сам, сотрудников нет. Нужно ли ему самому на себя выписывать путевые листы? Если да, то по какому образцу?	1915751	1	0	0	45366	0				0.0	0.14970779418945312
не поняла, куда отправить вопрос?	16340032	1	0	0	45366	0				0.0	0.9410579204559326
Добрый день! Скажите если для ИП пройти регистрацию в ЕРИР.Это влияет на отчетность в ФНС	2038153	1	0	0	45366	0				0.0	0.17356467247009277
Здравствуйте	423756	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Здравствуйте	Jaccard	1.0	0.3803081512451172
вопрос с 01.01.2024 были изменения штатного расписания повышение окладов нужно ли учитывать при начислении отпуска	8884446	1	0	0	45366	0				0.0	0.20666241645812988
Добрый день. Кто заполняет форму 1151056?	2330725	1	0	0	45366	0				0.0	1.843571424484253
Пояснения вопрос № 4130339. Требование было направлено по контрагенту, вне рамок налоговых проверок? - у нас 4 акта по 4-м требованиям, соответственно. Поэтому меня инетресуют разные варианты. Один акт по требованию врамках камеральной проверки декларации по НДС за 4-й кв 2023, ответ на требование отправлен 28.02.24, акт о нарушении выставлен 14.03.2024 года. Второй акт на требование вне рамок налоговых проверок от нашей инспекции по нашему контрагенту. Требовние было направлено нам в июне 2023 года, отвечено в срок, ответы предоставлены на те пункты, документы по которым у нас были (договор,	2324220	1	0	0	45366	0				0.0	0.2670915126800537
"Добрый день.Прошу помочь разрбраться с учетом финансового лизинга. В 2023 году по договору финансового лизинга компания приобрела Кран башенный. В соответствии с договором стоимость предмета лизинга - 10 млн.руб. До получения предмета лизинга оплачен аванс - 1,8 млн.руб. Сумма лизинговых платежей - 5,2 млн руб. Выкупная стоимость - 5 млн.руб. Общая сумма платежей по договору составляет - 12 млн.руб. По какой стоимости надо поставить проводкой 08,04,2/76,07,1 кран в бухгалтерском учете 10 млн.руб(стоимость предмета лизинга) или 12 млн.руб. (обща сумма платежей по договору).
Заранее признательна"	637487	1	0	0	45366	0				0.0	0.1518840789794922
Здравствуйте. Учет моторного масла на служебных автомобилях	8434164	1	0	0	45366	0				0.0	0.9017343521118164
Организация на УСН оплатила НДС при импорте товара, какие проводки необходимо сделать в бухгалтерском учете?	414951	1	0	0	45366	0				0.0	0.15335702896118164
изменения с марта	15765624	1	1	1	45366	590923	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/86/703915/actual/	изменения с марта	Jaccard	1.0	0.46898961067199707
здравствуйте!с 1 марта сотрудник идет в отпуск на 28 календарных дней за 2023 год (янв- дек); а можно ли ему предоставить отпуск и за м-ца этого года	19640424	1	0	0	45366	0				0.0	0.13994860649108887
Как погасить долг по подотчету дивидендами ?	372809	1	0	0	45366	0				0.0	0.8837113380432129
Доброе утро! Рассудите, пожалуйста, если мы не отразили аренду, которую имеем право учитывать упрощенным способом, на забалансе-это риск искажения данных отчётности, верно? А какие штрафы за это полагаются?	6331489	1	0	0	45366	0				0.0	0.1403663158416748
Здравствуйте.	12599652	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Здравствуйте	Jaccard	1.0	0.847130537033081
Доброе утро. Возможно увеличить уставный капитал за счет чистой прибыли? ООО УСН 2 участника?	1648781	1	0	0	45366	0				0.0	0.5261118412017822
как сдать отчет минцифры	21262250	1	0	0	45366	0				0.0	0.9430482387542725
если зарплата за февраль выплачивается 15.03., а работник умер 13.03. Должен ли работодатель удерживать займ и НДФЛ по мат. выгоде из зарплаты за февраль, выплачиваемой родственникам	1980436	1	0	0	45366	0				0.0	0.18312978744506836
Добрый день!	19745423	1	1	0	45366	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	2.8988473415374756
Здравствуйте. Как произвести зачет с переплаты по взносам от НС на пени?	18598428	1	1	0	45366	495031	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/86/531690/actual/	зачет переплаты по налогам в пени проводки	SbertT5	0.9660592079162598	5.030262231826782
Добрый день. Подскажите правильно ли я понимаю ситуацию с ЕНП у себя...? У нас по ЕНП на 01.01.24г переплата. Мы плательщики УСН. Но в то же время начисление налога по УСН я ставлю датой 30.12.2023г (за 4 кв-л 2023г платеж) поэтому по налогу УСН у меня на конец года висит Кт сальдо. И зачет с ЕНП в счет его оплаты я буду ставить бух.проводкой датой 30.03.2024г (по сроку платежа)...верно? У меня получается, что в налоговой у нас есть сальдо на ЕНП на конец года. А у меня в учете есть и переплата и начисленные налоги на конец года 2023г. По которым срок уплаты будет в 2024г. И когода это все в	3976658	1	0	0	45366	0				0.0	0.18160343170166016
"Добрый день!
Организация приобретает электронную очередь для приема посетителей. В ее стоимость входит оборудование, приобретаемое по договору поставки и программное обеспечение (неисключительные права), приобретаемое по лицензионному договору. Программное обеспечение будет поставляться одновременно с оборудованием и будет установлено в электронную очередь для ее функционирования. При формировании стоимости основного средства нам необходимо включить программное обеспечение в стоимость основного средства, либо принять к учету как нематериальный актив в соответствии с ФСБУ 14/2022?"	4665479	1	0	0	45366	0				0.0	0.15185141563415527
енп 2024	8832577	1	1	1	45366	574028	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://vip.1gl.ru/#/document/16/143493/actual/	енп 2024	Jaccard	1.0	1.124521017074585
"Нежилое помещение ( магазин) в сумме 13500000руб является собственностью индивидуального предпринимателя . Налог на имущество он платит как физическое лицо. В бухгалтерском учете нежилое помещение числится у индивидуального предпринимателя. Индивидуальный предприниматель является учредителем ООО (торгует в этом помещении). Индивидуальный предприниматель в ходе хозяйственной деятельности имеет долг перед ООО в сумме 18000000руб.Вопрос:
1. Может индивидуальный предприниматель погасить долг перед ООО передачей нежилого помещения в сумме 13 500 000 руб , если Да, то какие документы нужно оформи"	144997	1	0	0	45366	0				0.0	0.16289615631103516
Добрый день! Наша организация выдает доверенность другой организации в лице генерального директора представлять интересы в органах ФНС, подписывать посредством телекоммуникационных каналов связи декларации, запросы. Раньше подписывали доверенность на бумажном носителе и отправляли скан в ИФНС по Контуру. С 01.03.2024 в ИФНС можно представлять только электронные доверенности. Подскажите пожалуйста, после 1.03.2024 мы теперь должны оформлять такую доверенность в форме МЧД?	6299749	1	0	0	45366	0				0.0	0.16661930084228516
составление учетной политики	21643634	1	0	0	45366	0				0.0	0.7742025852203369
Добрый день. на какой счет бух учета отнести ветошь	2516031	1	0	0	45366	0				0.0	0.41588401794433594
